Unique.ID,GBS,GH.Pos,Tube.No,Pod.Produced,Medic.spp,Range,Site.ID,Origin,Community,changed from MSU shipment name,MSU.Genotype,Generation.Received,WSU.Genotype,Planted,Flowered,flowertime,flowertime140,Lat,Long,Lat.Group,growthstage_13days,growthstage_26days,growthstagedifference,leafcount_13days,leafcount_26days,leafdifference,Seedling.Notes 4.22.16,NonPoly,Status
W0763,no,27,177,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD19,F1,MP-CVD19-F1,4/9/16,6/8/16,60,60,37.708491,-8.099286,2,5,7,2,1,3,2,,no,1
W0800,yes,28,372,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD14,F1,MP-CVD14-F1,4/9/16,6/6/16,58,58,37.708491,-8.099286,2,5,8,3,1,6,5,,no,1
W0837,yes,29,259,MSU,Mpol,Native,CVD,"Castro Verde, Portugal",,,CVD08,F1,MP-CVD08-F1,4/9/16,6/2/16,54,54,37.708491,-8.099286,2,5,7,2,1,4,3,,no,1
W0028,no,1,253,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR08,F1,MP-DCR08-F1,4/9/16,6/1/16,53,53,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0050,no,2,196,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR15,F1,MP-DCR15-F1,4/9/16,5/23/16,44,44,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0086,yes,4,186,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR17,F1,MP-DCR17-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,4,8,4,0,5,5,,no,1
W0153,no,7,247,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR19,F1,MP-DCR19-F1,4/9/16,6/1/16,53,53,33.148464,-117.24995,1,5,7,2,1,2,1,,no,1
W0174,no,9,330,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR20,F1,MP-DCR20-F1,4/9/16,5/27/16,48,48,33.148464,-117.24995,1,5,8,3,1,5,4,,no,1
W0232,yes,10,348,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR02,F1,MP-DCR02-F1,4/9/16,5/26/16,47,47,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0272,yes,11,336,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR06,F1,MP-DCR06-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0303,no,12,83,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR10,F1,MP-DCR10-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,4,7,3,0,3,3,1 healthy with damaged cot,no,1
W0347,yes,14,99,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR09,F1,MP-DCR09-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0378,yes,15,41,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR03,F1,MP-DCR03-F1,4/9/16,5/26/16,47,47,33.148464,-117.24995,1,4,7,3,0,3,3,,no,1
W0466,no,17,211,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR04,F1,MP-DCR04-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,5,8,3,1,6,5,,no,1
W0501,yes,19,365,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR16,F1,MP-DCR16-F1,4/9/16,6/1/16,53,53,33.148464,-117.24995,1,4,8,4,0,6,6,,no,1
W0527,yes,21,296,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR14,F1,MP-DCR14-F1,4/9/16,5/27/16,48,48,33.148464,-117.24995,1,4,7,3,0,3,3,,no,1
W0571,yes,22,339,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR11,F1,MP-DCR11-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,4,8,4,0,6,6,,no,1
W0649,yes,24,287,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR12,F1,MP-DCR12-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0683,yes,25,318,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR05,F1,MP-DCR05-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0698,yes,26,159,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR01,F1,MP-DCR01-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0756,no,27,255,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR18,F1,MP-DCR18-F1,4/9/16,6/2/16,54,54,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0780,yes,28,243,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR13,F1,MP-DCR13-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0822,yes,29,213,MSU,Mpol,Invaded,DCR,"Vista, CA, USA",,,DCR07,F1,MP-DCR07-F1,4/9/16,5/31/16,52,52,33.148464,-117.24995,1,5,7,2,1,3,2,,no,1
W0009,no,1,379,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB09,F1,MP-DEB09-F1,4/9/16,6/15/16,67,67,43.301433,2.344602,4,4,8,4,0,6,6,,no,1
W0045,no,2,163,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB18,F1,MP-DEB18-F1,4/9/16,6/6/16,58,58,43.301433,2.344602,4,4,7,3,0,4,4,,no,1
W0077,no,3,258,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB30,F1,MP-DEB30-F1,4/9/16,6/27/16,79,79,43.301433,2.344602,4,4,6,2,0,2,2,,no,1
W0100,no,4,176,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB23,F1,MP-DEB23-F1,4/9/16,6/13/16,65,65,43.301433,2.344602,4,4,7,3,0,3,3,,no,1
W0121,no,6,647,Field,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB28-02,F0,MP-DEB28-04-F0,4/9/16,6/22/16,74,74,43.301433,2.344602,4,4,7,3,0,3,3,all small,no,1
W0152,yes,7,71,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB27,F1,MP-DEB27-F1,4/9/16,6/13/16,65,65,43.301433,2.344602,4,4,8,4,0,6,6,1 missing a cot,no,1
W0162,no,8,439,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB28-04,F1,MP-DEB28-02-F1,4/9/16,7/11/16,93,93,43.301433,2.344602,4,3,6,3,0,2,2,,no,1
W0189,no,9,646,Field,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB28-01,F0,MP-DEB28-03-F0,4/9/16,7/18/16,100,100,43.301433,2.344602,4,4,8,4,0,5,5,all small,no,1
W0201,no,10,641,Field,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB03-01,F0,MP-DEB03-01-F0,4/9/16,7/20/16,102,102,43.301433,2.344602,4,4,7,3,0,3,3,all small,no,1
W0256,no,11,278,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB07,F1,MP-DEB07-F1,4/9/16,6/8/16,60,60,43.301433,2.344602,4,4,7,3,0,3,3,,no,1
W0298,no,12,100,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB12,F1,MP-DEB12-F1,4/9/16,6/20/16,72,72,43.301433,2.344602,4,4,7,3,0,3,3,,no,1
W0330,no,13,648,Field,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB32-01,F0,MP-DEB32-01-F0,4/9/16,7/13/16,95,95,43.301433,2.344602,4,4,8,4,0,6,6,,no,1
W0345,no,14,643,Field,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,DEB11,DEB11-01,F0,MP-DEB11-01-F0,4/9/16,8/22/16,135,135,43.301433,2.344602,4,4,7,3,0,3,3,hairy,yes,1
W0411,no,15,642,Field,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB03-02,F0,MP-DEB03-02-F0,4/9/16,7/15/16,97,97,43.301433,2.344602,4,4,7,3,0,3,3,,no,1
W0426,no,16,84,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB32,F1,MP-DEB32-F1,4/9/16,7/22/16,104,104,43.301433,2.344602,4,4,9,5,0,7,7,,no,1
W0464,no,17,307,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB04,F1,MP-DEB04-F1,4/9/16,6/20/16,72,72,43.301433,2.344602,4,4,8,4,0,5,5,,no,1
W0476,no,18,649,Field,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB32-02,F0,MP-DEB32-02-F0,4/9/16,7/2/16,84,84,43.301433,2.344602,4,4,7,3,0,4,4,,no,1
W0497,no,19,36,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB19,F1,MP-DEB19-F1,4/9/16,7/11/16,93,93,43.301433,2.344602,4,4,7,3,0,4,4,,no,1
W0516,no,20,80,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB31,F1,MP-DEB31-F1,4/9/16,6/15/16,67,67,43.301433,2.344602,4,4,7,3,0,3,3,,no,1
W0548,no,21,38,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB17,F1,MP-DEB17-F1,4/9/16,6/17/16,69,69,43.301433,2.344602,5,4,7,3,0,2,2,,no,1
W0564,no,22,644,Field,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB14-01,F0,MP-DEB14-01-F0,4/9/16,6/17/16,69,69,43.301433,2.344602,5,4,6,2,0,2,2,,no,1
W0601,no,23,441,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB28-03,F1,MP-DEB28-01-F1,4/9/16,6/20/16,72,72,43.301433,2.344602,5,4,8,4,0,5,5,,no,1
W0625,no,24,645,Field,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB14-02,F0,MP-DEB14-02-F0,4/9/16,6/17/16,69,69,43.301433,2.344602,5,4,7,3,0,3,3,,no,1
W0668,no,25,222,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB05,F1,MP-DEB05-F1,4/9/16,6/13/16,65,65,43.301433,2.344602,5,4,7,3,0,3,3,,no,1
W0739,no,26,68,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB01,F1,MP-DEB01-F1,4/9/16,6/22/16,74,74,43.301433,2.344602,5,4,7,3,0,3,3,,no,1
W0753,no,27,162,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB26,F1,MP-DEB26-F1,4/9/16,6/15/16,67,67,43.301433,2.344602,5,4,8,4,0,5,5,,no,1
W0779,no,28,70,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB15,F1,MP-DEB15-F1,4/9/16,6/10/16,62,62,43.301433,2.344602,5,4,7,3,0,3,3,,no,1
W0819,no,29,96,MSU,Mpol,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB08,F1,MP-DEB08-F1,4/9/16,6/24/16,76,76,43.301433,2.344602,5,4,7,3,0,3,3,,no,1
W0895,no,30,809,Field,Mlup,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB02,F0,ML-DEB02-F0,4/9/16,6/8/16,60,60,43.301433,2.344602,,4,7,3,0,4,4,slightly hairy,yes,1
W0908,no,30,572,Field,Mlup,Native,DEB,"Deba, Gipuzkoa, Spain",,,DEB20,F0,ML-DEB20-F0,4/9/16,6/20/16,72,72,43.301433,2.344602,,3,1,-2,0,1,1,"slightly hairy, all small",yes,1
W0863,no,30,580,Field,Mlup,Native,DIN,"""Dinosaur"", Barcelona, Spain",,,DIN13,F0,ML-DIN13-F0,4/9/16,6/22/16,74,74,42.076922,2.017113,,4,7,3,0,2,2,slightly hairy,yes,1
W0912,no,30,766,Field,Mlup,Invaded,DML,"Dade, FL, USA",,,DML05,F0,ML-DML05-F0,4/9/16,5/18/16,39,39,28.36139,-82.1933,,4,7,3,0,3,3,slightly hairy,yes,1
W0860,no,30,800,Field,Mlup,Native,DOV,"Dover, UK",,,DOV25,F0,ML-DOV25-F0,4/9/16,7/7/16,89,89,51.130709,1.322751,,4,7,3,0,4,4,slightly hairy,yes,1
W0884,no,30,807,Field,Mlup,Native,DOV,"Dover, UK",,,DOV06,F0,ML-DOV06-F0,4/9/16,8/17/16,130,130,51.130709,1.322751,,4,6,2,0,2,2,"slightly hairy, one with fused cots",yes,1
W0909,no,30,560,Field,Mlup,Native,DOV,"Dover, UK",,,DOV26,F0,ML-DOV26-F0,4/9/16,7/29/16,111,111,51.130709,1.322751,,4,6,2,0,2,2,"slightly hairy, all small",yes,1
W0930,no,30,579,Field,Mlup,Native,DVN,"Devon, UK",,,DVN05,F0,ML-DVN05-F0,4/9/16,6/22/16,74,74,50.542393,-3.701094,,4,7,3,0,3,3,slightly hairy,yes,1
W0932,no,30,567,Field,Mlup,Invaded,EDM,"Edmonton, Alberta, CAN",,,EDM06,F0,ML-EDM06-F0,4/9/16,6/13/16,65,65,53.53333,-113.5,,4,7,3,0,2,2,slightly hairy,yes,1
W0035,yes,1,144,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO08,F1,MP-EMO08-F1,4/9/16,6/8/16,60,60,33.465937,-117.04007,1,4,7,3,0,3,3,,no,1
W0048,no,2,32,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO15,F1,MP-EMO15-F1,4/9/16,5/31/16,52,52,33.465937,-117.04007,1,5,7,2,1,3,2,,no,1
W0097,yes,4,156,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO17,F1,MP-EMO17-F1,4/9/16,5/25/16,46,46,33.465937,-117.04007,1,5,7,2,1,3,2,,no,1
W0136,yes,7,146,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO19,F1,MP-EMO19-F1,4/9/16,5/25/16,46,46,33.465937,-117.04007,1,5,7,2,1,3,2,,no,1
W0182,yes,9,24,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO20,F1,MP-EMO20-F1,4/9/16,5/31/16,52,52,33.465937,-117.04007,1,5,8,3,1,6,5,,no,1
W0203,yes,10,147,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO02,F1,MP-EMO02-F1,4/9/16,5/26/16,47,47,33.465937,-117.04007,1,5,7,2,1,4,3,,no,1
W0244,yes,11,115,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO06,F1,MP-EMO06-F1,4/9/16,5/31/16,52,52,33.465937,-117.04007,1,5,8,3,1,6,5,,no,1
W0320,no,12,160,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO10,F1,MP-EMO10-F1,4/9/16,5/26/16,47,47,33.465937,-117.04007,1,5,7,2,1,3,2,,no,1
W0351,yes,14,288,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO09,F1,MP-EMO09-F1,4/9/16,6/1/16,53,53,33.465937,-117.04007,1,5,7,2,1,4,3,1 small with unhealthy cots,no,1
W0410,no,15,217,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO03,F1,MP-EMO03-F1,4/9/16,6/1/16,53,53,33.465937,-117.04007,1,5,7,2,1,3,2,,no,1
W0469,yes,17,58,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO04,F1,MP-EMO04-F1,4/9/16,5/26/16,47,47,33.465937,-117.04007,1,5,7,2,1,4,3,,no,1
W0489,yes,19,354,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO16,F1,MP-EMO16-F1,4/9/16,NA,NA,140,33.465937,-117.04007,1,5,7,2,1,4,3,,no,0
W0549,no,21,389,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO14,F1,MP-EMO14-F1,4/9/16,6/8/16,60,60,33.465937,-117.04007,1,4,7,3,0,3,3,,no,1
W0587,no,22,67,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO11,F1,MP-EMO11-F1,4/9/16,6/6/16,58,58,33.465937,-117.04007,1,4,7,3,0,3,3,,no,1
W0620,yes,24,133,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO12,F1,MP-EMO12-F1,4/9/16,5/25/16,46,46,33.465937,-117.04007,1,5,7,2,1,4,3,,no,1
W0691,yes,25,299,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO05,F1,MP-EMO05-F1,4/9/16,6/1/16,53,53,33.465937,-117.04007,1,5,7,2,1,3,2,,no,1
W0725,yes,26,332,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO01,F1,MP-EMO01-F1,4/9/16,6/6/16,58,58,33.465937,-117.04007,1,5,8,3,1,6,5,,no,1
W0769,yes,27,358,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO18,F1,MP-EMO18-F1,4/9/16,6/1/16,53,53,33.465937,-117.04007,1,5,7,2,1,3,2,,no,1
W0772,yes,28,236,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO13,F1,MP-EMO13-F1,4/9/16,6/13/16,65,65,33.465937,-117.04007,1,4,7,3,0,4,4,,no,1
W0832,yes,29,338,MSU,Mpol,Invaded,EMO,"Temecula, CA, USA",,,EMO07,F1,MP-EMO07-F1,4/9/16,6/13/16,65,65,33.465937,-117.04007,1,5,7,2,1,3,2,,no,1
W0906,no,30,565,Field,Mlup,Invaded,FRE,"Las Cruces, NM, USA",,,FRE12,F0,ML-FRE12-F0,4/9/16,6/1/16,53,53,32.291808,-106.763578,,4,7,3,0,3,3,slightly hairy,yes,1
W0887,no,30,831,Field,Mlup,Native,FRI,"Friesenberg, Germany",,,FRI08,F0,ML-FRI08-F0,4/9/16,6/17/16,69,69,47.3647,8.507925,,4,7,3,0,2,2,slightly hairy,yes,1
W0041,yes,1,949,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-08,F0,MP-FURc1-08-F0,4/9/16,7/5/16,87,87,41.986,12.073,3,3,7,4,0,3,3,unhealthy cots,no,1
W0199,no,10,942,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-01,F0,MP-FURc1-01-F0,4/9/16,6/13/16,65,65,41.986,12.073,3,4,8,4,0,5,5,"huge, hairy, probably not Mpol",yes,1
W0251,no,11,946,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-05,F0,MP-FURc1-05-F0,4/9/16,6/13/16,65,65,41.986,12.073,3,4,7,3,0,4,4,hairy,yes,1
W0282,yes,12,951,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-10,F0,MP-FURc1-10-F0,4/9/16,6/20/16,72,72,41.986,12.073,3,4,7,3,0,3,3,,no,1
W0340,yes,14,950,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-09,F0,MP-FURc1-09-F0,4/9/16,7/18/16,100,100,41.986,12.073,3,3,6,3,0,2,2,,no,1
W0384,no,15,943,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-02,F0,MP-FURc1-02-F0,4/9/16,6/22/16,74,74,41.986,12.073,3,4,7,3,0,2,2,"hairy, large, probably not Mpol",yes,1
W0455,no,17,944,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-03,F0,MP-FURc1-03-F0,4/9/16,7/11/16,93,93,41.986,12.073,3,4,7,3,0,3,3,"hairy, large",yes,1
W0528,yes,21,955,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-14,F0,MP-FURc1-14-F0,4/9/16,6/10/16,62,62,41.986,12.073,3,4,7,3,0,3,3,,no,1
W0591,no,22,952,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-11,F0,MP-FURc1-11-F0,4/9/16,6/29/16,81,81,41.986,12.073,3,4,7,3,0,3,3,hairy(1 with damaged cot),yes,1
W0618,yes,24,953,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-12,F0,MP-FURc1-12-F0,4/9/16,7/11/16,93,93,41.986,12.073,3,4,8,4,0,6,6,,no,1
W0669,yes,25,945,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-04,F0,MP-FURc1-04-F0,4/9/16,6/15/16,67,67,41.986,12.073,3,4,8,4,0,5,5,,no,1
W0736,yes,26,934,Field,Mpol,Native,FUR,"Furbara road, Italy",,,FUR01,F0,MP-FUR01-F0,4/9/16,7/7/16,89,89,41.986,12.073,3,4,7,3,0,3,3,,no,1
W0794,yes,28,954,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-13,F0,MP-FURc1-13-F0,4/9/16,6/15/16,67,67,41.986,12.073,3,3,7,4,0,2,2,,no,1
W0833,no,29,948,Field,Mpol,Native,FUR,"Furbara road, Italy",c1,,FURc1-07,F0,MP-FURc1-07-F0,4/9/16,6/29/16,81,81,41.986,12.073,3,3,7,4,0,4,4,"hairy, probably not Mpol, 1 emerged/unhealthy",yes,1
W0002,yes,1,43,MSU,Mpol,Native,FUS,"Fuseta, Portugal",C,,FUSC2,F1,MP-FUSC2-F1,4/9/16,5/31/16,52,52,37.054176,-7.742678,1,3,7,4,0,4,4,,no,1
W0067,yes,2,155,MSU,Mpol,Native,FUS,"Fuseta, Portugal",E,,FUSE1,F1,MP-FUSE1-F1,4/9/16,5/31/16,52,52,37.054176,-7.742678,1,4,7,3,0,3,3,,no,1
W0110,yes,4,212,MSU,Mpol,Native,FUS,"Fuseta, Portugal",E,,FUSE3,F1,MP-FUSE3-F1,4/9/16,5/31/16,52,52,37.054176,-7.742678,1,4,7,3,0,3,3,,no,1
W0137,no,7,173,MSU,Mpol,Native,FUS,"Fuseta, Portugal",F,,FUSF5,F1,MP-FUSF5-F1,4/9/16,6/29/16,81,81,37.054176,-7.742678,1,0,0,0,0,0,0,,no,1
W0229,no,10,367,MSU,Mpol,Native,FUS,"Fuseta, Portugal",A,,FUSA4,F1,MP-FUSA4-F1,4/9/16,6/13/16,65,65,37.054176,-7.742678,1,5,9,4,1,8,7,hairy,yes,1
W0249,yes,11,334,MSU,Mpol,Native,FUS,"Fuseta, Portugal",B,,FUSB5,F1,MP-FUSB5-F1,4/9/16,6/6/16,58,58,37.054176,-7.742678,1,3,7,4,0,4,4,,no,1
W0288,yes,12,134,MSU,Mpol,Native,FUS,"Fuseta, Portugal",C,,FUSC4,F1,MP-FUSC4-F1,4/9/16,5/27/16,48,48,37.054176,-7.742678,1,4,8,4,0,5,5,,no,1
W0366,yes,14,145,MSU,Mpol,Native,FUS,"Fuseta, Portugal",C,,FUSC3,F1,MP-FUSC3-F1,4/9/16,5/31/16,52,52,37.054176,-7.742678,1,5,7,2,1,3,2,,no,1
W0396,no,15,352,MSU,Mpol,Native,FUS,"Fuseta, Portugal",A,,FUSA6,F1,MP-FUSA6-F1,4/9/16,6/6/16,58,58,37.054176,-7.742678,1,5,7,2,1,3,2,hairy,yes,1
W0462,yes,17,233,MSU,Mpol,Native,FUS,"Fuseta, Portugal",B,,FUSB1,F1,MP-FUSB1-F1,4/9/16,5/18/16,39,39,37.054176,-7.742678,1,5,7,2,1,4,3,,no,1
W0496,yes,19,114,MSU,Mpol,Native,FUS,"Fuseta, Portugal",E,,FUSE2,F1,MP-FUSE2-F1,4/9/16,6/8/16,60,60,37.054176,-7.742678,1,4,7,3,0,4,4,,no,1
W0553,no,21,375,MSU,Mpol,Native,FUS,"Fuseta, Portugal",D,,FUSD6,F1,MP-FUSD6-F1,4/9/16,5/26/16,47,47,37.054176,-7.742678,1,5,7,2,1,3,2,,no,1
W0570,yes,22,198,MSU,Mpol,Native,FUS,"Fuseta, Portugal",D,,FUSD2,F1,MP-FUSD2-F1,4/9/16,5/31/16,52,52,37.054176,-7.742678,1,4,7,3,0,3,3,,no,1
W0633,yes,24,56,MSU,Mpol,Native,FUS,"Fuseta, Portugal",D,,FUSD3,F1,MP-FUSD3-F1,4/9/16,5/31/16,52,52,37.054176,-7.742678,1,5,7,2,1,3,2,1 missing a cot,no,1
W0681,yes,25,238,MSU,Mpol,Native,FUS,"Fuseta, Portugal",B,,FUSB4,F1,MP-FUSB4-F1,4/9/16,5/31/16,52,52,37.054176,-7.742678,1,5,7,2,1,3,2,,no,1
W0701,no,26,102,MSU,Mpol,Native,FUS,"Fuseta, Portugal",A,,FUSA2,F1,MP-FUSA2-F1,4/9/16,6/6/16,58,58,37.054176,-7.742678,1,5,7,2,1,3,2,hairy,yes,1
W0759,no,27,26,MSU,Mpol,Native,FUS,"Fuseta, Portugal",F,,FUSF2,F1,MP-FUSF2-F1,4/9/16,7/2/16,84,84,37.054176,-7.742678,1,0,0,0,0,0,0,,no,1
W0774,yes,28,53,MSU,Mpol,Native,FUS,"Fuseta, Portugal",D,,FUSD5,F1,MP-FUSD5-F1,4/9/16,6/15/16,67,67,37.054176,-7.742678,1,4,7,3,0,2,2,,no,1
W0830,yes,29,327,MSU,Mpol,Native,FUS,"Fuseta, Portugal",B,,FUSB6,F1,MP-FUSB6-F1,4/9/16,5/31/16,52,52,37.054176,-7.742678,1,5,7,2,1,4,3,,no,1
W0905,no,30,770,Field,Mlup,Invaded,GHO,"Dade, FL, USA",,,GHO02,F0,ML-GHO02-F0,4/9/16,5/23/16,44,44,28.36139,-82.1933,,4,7,3,0,3,3,slightly hairy,yes,1
W0944,no,30,570,Field,Mlup,Native,HHU,"Dusseldorf, Germany",,,HHU14,F0,ML-HHU14-F0,4/9/16,7/7/16,89,89,51.19028,6.794167,,4,7,3,0,1,1,slightly hairy,yes,1
W0015,no,1,657,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG04-01,F0,MP-HIG04-01-F0,4/9/16,7/13/16,95,95,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0036,yes,1,671,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG20-03,F0,MP-HIG20-03-F0,4/9/16,7/15/16,97,97,43.39133,1.792166,5,4,8,4,0,6,6,,no,1
W0051,no,2,427,MSU,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG27-03,F1,MP-HIG27-03-F1,4/9/16,7/25/16,107,107,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0065,no,2,443,MSU,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG06-04,F1,MP-HIG06-04-F1,4/9/16,NA,NA,140,43.39133,1.792166,5,4,0,-4,0,0,0,1 small,no,0
W0085,no,3,689,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG12-03,F0,MP-HIG12-03-F0,4/9/16,7/27/16,109,109,43.39133,1.792166,5,4,7,3,0,4,4,,no,1
W0099,no,4,678,Field,Mpol,Native,HIG,"San Sebastian, Spain",,HIG29,HIG29-01,F0,MP-HIG29-01-F0,4/9/16,7/11/16,93,93,43.39133,1.792166,5,4,7,3,0,4,4,,no,1
W0101,no,4,682,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG09-02,F0,MP-HIG09-02-F0,4/9/16,7/13/16,95,95,43.39133,1.792166,5,4,7,3,0,3,3,,no,1
W0117,no,5,663,Field,Mpol,Native,HIG,"San Sebastian, Spain",,,HIG16-01,F0,MP-HIG16-01-F0,4/9/16,7/11/16,93,93,43.39133,1.792166,5,4,7,3,0,4,4,,no,1
